virus_name	viral_acc	evidence	report_host	host_taxid	host_lineage	host_tax_rank
Ruegeria phage vB_RpoS-V18	NC_052970	NCBI Virus, RefSeq	Ruegeria pomeroyi DSS-3	246200	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Roseobacteraceae; Ruegeria; Ruegeria pomeroyi	strain
Ruegeria phage vB_RpoS-V7	NC_052972	NCBI Virus, RefSeq	Ruegeria pomeroyi DSS-3	246200	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Roseobacteraceae; Ruegeria; Ruegeria pomeroyi	strain
Saccharomonospora phage PIS 136	JX006077	NCBI Virus, RefSeq	Saccharomonospora sp.	33913	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Pseudonocardiales; Pseudonocardiaceae; Saccharomonospora	species
Salicola phage CGphi29	NC_020844	RefSeq	Salicola sp.	1905321	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Salicola	species
Salinibacter virus M1EM1	NC_042348	NCBI Virus, RefSeq	Salinibacter ruber	146919	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidetes Order II. Incertae sedis; Rhodothermaceae; Salinibacter	species
Salinibacter virus M31CR41-2	NC_042352	NCBI Virus, RefSeq	Salinibacter ruber	146919	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidetes Order II. Incertae sedis; Rhodothermaceae; Salinibacter	species
Salinibacter virus M8CC19	NC_042349	NCBI Virus, RefSeq	Salinibacter ruber M8	761659	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidetes Order II. Incertae sedis; Rhodothermaceae; Salinibacter; Salinibacter ruber	strain
Salinibacter virus M8CR30-2	NC_042350	NCBI Virus, RefSeq	Salinibacter ruber M8	761659	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidetes Order II. Incertae sedis; Rhodothermaceae; Salinibacter; Salinibacter ruber	strain
Salinibacter virus M8CRM1	NC_042351	NCBI Virus, RefSeq	Salinibacter ruber M8	761659	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidetes Order II. Incertae sedis; Rhodothermaceae; Salinibacter; Salinibacter ruber	strain
Salinivibrio phage CW02	NC_019540	RefSeq	Salinivibrio costicola	51367	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Salinivibrio	species
Salinivibrio phage SMHB1	NC_047775	RefSeq	Salinivibrio sp.	1886796	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Salinivibrio	species
Salisaeta icosahedral phage 1	NC_017983	NCBI Virus, RefSeq	Salisaeta sp. SP9-1	1089709	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Rhodothermaeota; Rhodothermia; Rhodothermales; Salisaetaceae; Salisaeta	species
Salmonella phage 1-19	NC_048819	RefSeq	Salmonella enterica subsp. enterica	59201	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	subspecies
Salmonella phage 1-23	NC_048149	RefSeq	Salmonella sp.	599	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	species
Salmonella phage 1-29	NC_048811	RefSeq	Salmonella enterica subsp. enterica	59201	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	subspecies
Salmonella phage 100268_sal2	NC_031902	RefSeq	Salmonella enterica	28901	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	species
Salmonella phage 103203_sal5	NC_031946	NCBI Virus, RefSeq	Salmonella enterica	28901	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	species
Salmonella phage 118970_sal1	NC_031930	RefSeq	Salmonella enterica	28901	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	species
Salmonella phage 118970_sal2	NC_031933	RefSeq	Salmonella enterica	28901	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	species
Salmonella phage 118970_sal3	NC_031940	NCBI Virus, RefSeq	Salmonella enterica	28901	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	species
Salmonella phage 118970_sal4	NC_030919	NCBI Virus, RefSeq	Salmonella enterica	28901	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	species
Salmonella phage 2-3	NC_048809	RefSeq	Salmonella enterica subsp. enterica	59201	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	subspecies
Salmonella phage 3-29	NC_048145	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage 35	NC_048632	RefSeq	Salmonella enterica subsp. enterica serovar Gallinarum	594	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage 36	NC_029071	RefSeq	Salmonella enterica subsp. enterica serovar Typhimurium	90371	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage 37	NC_029045	RefSeq	Salmonella enterica subsp. enterica serovar Gallinarum	594	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage 38	NC_029042	RefSeq	Salmonella enterica subsp. enterica serovar Typhi	90370	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage 3A_8767	NC_048004	RefSeq	Salmonella enterica subsp. enterica serovar Typhi	90370	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage 64795_sal3	NC_031918	NCBI Virus, RefSeq	Salmonella enterica	28901	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	species
Salmonella phage 7-11	NC_015938	NCBI Virus, RefSeq	Salmonella enterica subsp. enterica serovar Newport	108619	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage aagejoakim	NC_049503	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage Akira	NC_054647	NCBI Virus	Salmonella enterica	28901	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	species
Salmonella phage Akira	NC_054647	RefSeq	Salmonella enterica subsp. enterica	59201	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	subspecies
Salmonella phage allotria	NC_049501	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage astrithr	NC_048862	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage atrejo	NC_048872	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage barely	NC_049505	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage bastian	NC_048870	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage bering	NC_049502	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage birk	NC_048864	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage bombadil	NC_048866	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage BP12A	NC_031258	RefSeq	Salmonella enterica	28901	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	species
Salmonella phage BP12B	NC_031271	RefSeq	Salmonella enterica	28901	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	species
Salmonella phage BP12C	NC_031228	RefSeq	Salmonella enterica	28901	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	species
Salmonella phage BP63	NC_031250	RefSeq	Salmonella enterica	28901	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	species
Salmonella phage BPS11Q3	NC_031925	NCBI Virus, RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage BPS15Q2	NC_031939	RefSeq	Salmonella enterica subsp. enterica serovar Heidelberg	611	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage BPS17L1	NC_042096	RefSeq	Salmonella enterica subsp. enterica serovar Shubra	2565028	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage BPS17W1	NC_042097	RefSeq	Salmonella enterica subsp. enterica serovar Shubra	2565028	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage BSP101	NC_049382	RefSeq	Salmonella enterica subsp. enterica serovar Typhimurium	90371	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage BSP161	NC_048105	RefSeq	Salmonella enterica subsp. enterica serovar Typhimurium	90371	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage BSPM4	NC_048655	RefSeq	Salmonella enterica subsp. enterica serovar Typhimurium	90371	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage Det7	NC_027119	RefSeq	Salmonella enterica subsp. enterica serovar Typhimurium	90371	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage dinky	NC_049504	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage Ent1	NC_019539	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage epsilon15	NC_004775	RefSeq	Salmonella enterica	28901	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	species
Salmonella phage epsilon15	NC_004775	UniProt	Salmonella enterica subsp. enterica serovar Anatum	58712	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage epsilon34	NC_011976	NCBI Virus, RefSeq	Salmonella enterica subsp. enterica serovar Anatum	58712	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage f18SE	NC_028698	RefSeq	Salmonella enterica	28901	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	species
Salmonella phage faergetype	NC_048867	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage Fels-1	NC_010391	NCBI Virus, RefSeq	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	99287	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica	strain
Salmonella phage FO1a	JF461087	RefSeq	Salmonella enterica	28901	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	species
Salmonella phage FSL SP-031	NC_021775	Literature	Salmonella enterica subsp. enterica serovar Cerro	340188	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage FSL SP-039	KC139514	RefSeq	Salmonella enterica	28901	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	species
Salmonella phage FSL SP-058	NC_021772	Literature	Salmonella enterica subsp. enterica serovar Dublin	98360	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage FSL SP-076	NC_021782	Literature	Salmonella enterica subsp. enterica serovar Dublin	98360	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage FSL SP-101	NC_042065	RefSeq	Salmonella enterica	28901	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	species
Salmonella phage FSL SP-124	KC139515	RefSeq	Salmonella enterica	28901	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	species
Salmonella phage FSLSP004	NC_021774	Literature	Salmonella enterica subsp. enterica serovar Newport	108619	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage fuchur	NC_048869	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage g341c	NC_013059	NCBI Virus, RefSeq	Salmonella enterica subsp. enterica serovar Anatum	58712	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage GG32	NC_031045	RefSeq	Salmonella enterica subsp. enterica serovar Typhimurium	90371	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage heyday	NC_049500	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage IKe	NC_002014	RefSeq, UniProt	Escherichia coli	562	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	species
Salmonella phage IME207	NC_031924	NCBI Virus, RefSeq	Klebsiella pneumoniae	573	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella	species
Salmonella phage Jersey	NC_021777	Literature	Salmonella enterica subsp. enterica serovar Enteritidis	149539	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage KFS-SE1	NC_048683	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage KNP6	NC_052992	NCBI Virus, RefSeq	Salmonella sp.	599	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	species
Salmonella phage L13	NC_021317	RefSeq	Salmonella enterica subsp. enterica serovar Gallinarum	594	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage L6jm	NC_048852	RefSeq	Salmonella enterica subsp. enterica serovar Choleraesuis	119912	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage LPST10	NC_054645	Literature	Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028	1299114	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica	strain
Salmonella phage LSPA1	NC_026017	RefSeq	Salmonella enterica subsp. enterica serovar Paratyphi A	54388	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage Lumpael	NC_048113	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage LVR16A	NC_048000	RefSeq	Salmonella enterica subsp. enterica serovar Kentucky	192955	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage MA12	NC_031021	NCBI Virus, RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage maane	NC_049508	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage Marshall	NC_022772	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage Maynard	NC_022768	RefSeq	Salmonella enterica subsp. enterica serovar Typhimurium	90371	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage Melville	NC_042044	RefSeq	Salmonella enterica subsp. enterica serovar Newport	108619	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage moki	NC_049506	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage Mushroom	NC_041923	RefSeq	Salmonella sp.	599	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	species
Salmonella phage Mutine	NC_049428	RefSeq	Salmonella enterica subsp. enterica serovar Typhimurium	90371	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage NR01	NC_031042	RefSeq	Salmonella enterica subsp. enterica serovar Typhimurium	90371	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Salmonella phage oldekolle	NC_048865	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
