virus_name	viral_acc	report_host	host_taxid	host_lineage	host_tax_rank
Aeromonas phage AS-sw	NC_048674	Aeromonas hydrophila	644	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species
Aeromonas phage AS-sw	NC_048674	Aeromonas salmonicida	645	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species
Aeromonas phage AS-zj	NC_048673	Aeromonas hydrophila	644	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species
Aeromonas phage AS-zj	NC_048673	Aeromonas salmonicida	645	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species
Aeromonas phage BUCT551	NC_052986	Aeromonas hydrophila	644	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species
Aeromonas phage BUCT551	NC_052986	Aeromonas veronii	654	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species
Aeromonas phage CC2	NC_019538	Aeromonas hydrophila	644	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species
Aeromonas phage CF7	NC_047865	Aeromonas hydrophila subsp. hydrophila	196023	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; Aeromonas hydrophila	subspecies
Aeromonas phage LAh_6	NC_048774	Aeromonas hydrophila	644	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species
Aeromonas phage LAh_7	NC_052985	Aeromonas hydrophila	644	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species
Aeromonas phage LAh_8	NC_048775	Aeromonas hydrophila	644	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species
Aeromonas phage LAh_9	NC_048776	Aeromonas hydrophila	644	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species
Aeromonas phage pAh6-C	NC_025459	Aeromonas hydrophila	644	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species
Aeromonas phage phiA8-29	NC_048660	Aeromonas sp. A8-29	1569654	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species
Aeromonas phage phiAS4	NC_014635	Aeromonas salmonicida	645	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species
Aeromonas phage phiAS5	NC_014636	Aeromonas salmonicida	645	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species
Aeromonas phage phiAS7	NC_019528	Aeromonas salmonicida subsp. salmonicida	29491	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; Aeromonas salmonicida	subspecies
Aeromonas phage pIS4-A	NC_042037	Aeromonas sp. IS4	728059	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species
Aeromonas phage PX29	NC_023688	Aeromonas salmonicida	645	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species
Aeromonas phage vB_AhyS-A18P4	NC_052984	Aeromonas hydrophila	644	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species
Aeromonas phage vB_AsaM-56	NC_019527	Aeromonas salmonicida	645	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species
Aeromonas phage ZPAH7	NC_048133	Aeromonas hydrophila	644	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species
Aeromonas virus 25	NC_008208	Aeromonas salmonicida	645	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species
Aeromonas virus 31	NC_007022	Aeromonas salmonicida	645	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species
Aeromonas virus 44RR2	NC_005135	Aeromonas salmonicida	645	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species
Aeromonas virus 65	NC_015251	Aeromonas salmonicida	645	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species
Aeromonas virus phiO18P	NC_009542	Aeromonas media	651	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species
Aeropyrum coil-shaped virus	NC_043427	Aeropyrum pernix	56636	Archaea; TACK group; Crenarchaeota; Thermoprotei; Desulfurococcales; Desulfurococcaceae; Aeropyrum	species
Aeropyrum globular virus 1	NC_036595	Aeropyrum pernix K1	272557	Archaea; TACK group; Crenarchaeota; Thermoprotei; Desulfurococcales; Desulfurococcaceae; Aeropyrum; Aeropyrum pernix	strain
Aeropyrum globular virus 1	NC_036595	Aeropyrum camini SY1 = JCM 12091	1198449	Archaea; TACK group; Crenarchaeota; Thermoprotei; Desulfurococcales; Desulfurococcaceae; Aeropyrum; Aeropyrum camini	strain
Aeropyrum pernix bacilliform virus 1	NC_043030	Aeropyrum pernix K1	272557	Archaea; TACK group; Crenarchaeota; Thermoprotei; Desulfurococcales; Desulfurococcaceae; Aeropyrum; Aeropyrum pernix	strain
Aeropyrum pernix ovoid virus 1	NC_028256	Aeropyrum pernix	56636	Archaea; TACK group; Crenarchaeota; Thermoprotei; Desulfurococcales; Desulfurococcaceae; Aeropyrum	species
Aeropyrum pernix ovoid virus 1	NC_028256	Aeropyrum pernix K1	272557	Archaea; TACK group; Crenarchaeota; Thermoprotei; Desulfurococcales; Desulfurococcaceae; Aeropyrum; Aeropyrum pernix	strain
Aeropyrum pernix spindle-shaped virus 1	NC_028268	Aeropyrum pernix	56636	Archaea; TACK group; Crenarchaeota; Thermoprotei; Desulfurococcales; Desulfurococcaceae; Aeropyrum	species
Aeropyrum pernix spindle-shaped virus 1	NC_028268	Aeropyrum pernix K1	272557	Archaea; TACK group; Crenarchaeota; Thermoprotei; Desulfurococcales; Desulfurococcaceae; Aeropyrum; Aeropyrum pernix	strain
Aggregatibacter phage S1249	NC_013597	Aggregatibacter actinomycetemcomitans D11S-1	668336	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Aggregatibacter; Aggregatibacter actinomycetemcomitans	strain
Agrobacterium phage 7-7-1	NC_019519	Agrobacterium fabacearum	1183401	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Agrobacterium; Agrobacterium tumefaciens complex	species
Agrobacterium phage Atu_ph02	NC_047845	Agrobacterium tumefaciens	358	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Agrobacterium; Agrobacterium tumefaciens complex	species
Agrobacterium phage Atu_ph03	NC_047846	Agrobacterium tumefaciens	358	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Agrobacterium; Agrobacterium tumefaciens complex	species
Agrobacterium phage Atu_ph07	NC_042013	Agrobacterium tumefaciens	358	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Agrobacterium; Agrobacterium tumefaciens complex	species
Alphaproteobacteria virus phiJl001	NC_006938	alpha proteobacterium JL001	278678	Bacteria; Proteobacteria; Alphaproteobacteria	species
Alteromonas phage vB_AcoS-R7M	NC_048878	Alteromonas confluentis	1656094	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Alteromonas	species
Alteromonas phage vB_AmaP_AD45-P1	NC_021532	Alteromonas macleodii str. 'Black Sea 11'	1004785	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Alteromonas; Alteromonas macleodii	strain
Alteromonas phage vB_AmaP_AD45-P1	NC_021532	Alteromonas mediterranea DE1	1004786	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Alteromonas; Alteromonas mediterranea	strain
Alteromonas phage vB_AmaP_AD45-P1	NC_021532	Alteromonas macleodii str. 'Balearic Sea AD45'	1004787	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Alteromonas; Alteromonas macleodii	strain
Alteromonas phage vB_AmaP_AD45-P1	NC_021532	Alteromonas mediterranea DE	1774373	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Alteromonas; Alteromonas mediterranea	strain
Alteromonas phage vB_AmaP_AD45-P2	KF005320	Alteromonas macleodii str. 'Black Sea 11'	1004785	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Alteromonas; Alteromonas macleodii	strain
Alteromonas phage vB_AmaP_AD45-P2	KF005320	Alteromonas mediterranea DE1	1004786	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Alteromonas; Alteromonas mediterranea	strain
Alteromonas phage vB_AmaP_AD45-P2	KF005320	Alteromonas macleodii str. 'Balearic Sea AD45'	1004787	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Alteromonas; Alteromonas macleodii	strain
Alteromonas phage vB_AmaP_AD45-P2	KF005320	Alteromonas mediterranea DE	1774373	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Alteromonas; Alteromonas mediterranea	strain
Alteromonas phage vB_AmaP_AD45-P3	KF005318	Alteromonas macleodii str. 'Black Sea 11'	1004785	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Alteromonas; Alteromonas macleodii	strain
Alteromonas phage vB_AmaP_AD45-P3	KF005318	Alteromonas mediterranea DE1	1004786	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Alteromonas; Alteromonas mediterranea	strain
Alteromonas phage vB_AmaP_AD45-P3	KF005318	Alteromonas macleodii str. 'Balearic Sea AD45'	1004787	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Alteromonas; Alteromonas macleodii	strain
Alteromonas phage vB_AmaP_AD45-P3	KF005318	Alteromonas mediterranea DE	1774373	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Alteromonas; Alteromonas mediterranea	strain
Alteromonas phage vB_AmaP_AD45-P4	KF005319	Alteromonas macleodii str. 'Black Sea 11'	1004785	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Alteromonas; Alteromonas macleodii	strain
Alteromonas phage vB_AmaP_AD45-P4	KF005319	Alteromonas mediterranea DE1	1004786	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Alteromonas; Alteromonas mediterranea	strain
Alteromonas phage vB_AmaP_AD45-P4	KF005319	Alteromonas macleodii str. 'Balearic Sea AD45'	1004787	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Alteromonas; Alteromonas macleodii	strain
Alteromonas phage vB_AmaP_AD45-P4	KF005319	Alteromonas mediterranea DE	1774373	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Alteromonas; Alteromonas mediterranea	strain
Alteromonas phage vB_AmeM_PT11-V22	NC_048847	Alteromonas mediterranea	314275	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Alteromonas	species
Alteromonas virus vB_AspP-H4/4	NC_047834	Alteromonas sp.	232	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Alteromonas	species
Anabaena phage A-4L	NC_024358	Nostoc sp. PCC 7120 = FACHB-418	103690	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Nostocales; Nostocaceae; Nostoc	species
Anoxybacillus phage A403	NC_048701	Anoxybacillus caldiproteolyticus	247480	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Anoxybacillus	species
Aquamicrobium phage P14	NC_041912	Aquamicrobium sp. H14	658602	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Phyllobacteriaceae; Aquamicrobium	species
Aquamicrobium phage P14	NC_041912	Aquamicrobium sp. H8	658607	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Phyllobacteriaceae; Aquamicrobium	species
Aquamicrobium phage P14	NC_041912	Castellaniella sp. H13	658609	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Castellaniella	species
Aquamicrobium phage P14	NC_041912	Castellaniella sp. H17	658610	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Castellaniella	species
Aquamicrobium phage P14	NC_041912	Castellaniella sp. H5	658611	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Castellaniella	species
Archaeal BJ1 virus	NC_008695	Halorubrum saccharovorum	2248	Archaea; Euryarchaeota; Stenosarchaea group; Halobacteria; Haloferacales; Halorubraceae; Halorubrum	species
Arthrobacter phage Abba	NC_049498	Arthrobacter globiformis	1665	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
Arthrobacter phage Abidatro	NC_042002	Arthrobacter sp. ATCC 21022	1771959	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
Arthrobacter phage Adat	NC_042020	Arthrobacter sp. ATCC 21022	1771959	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
Arthrobacter phage Amigo	NC_041949	Arthrobacter sp. ATCC 21022	1771959	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
Arthrobacter phage Andrew	NC_048098	Arthrobacter globiformis	1665	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
Arthrobacter phage Anjali	NC_048739	Arthrobacter globiformis	1665	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
Arthrobacter phage BarretLemon	NC_031252	Arthrobacter sp. ATCC 21022	1771959	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
Arthrobacter phage Beans	NC_041999	Arthrobacter sp. ATCC 21022	1771959	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
Arthrobacter phage Bennie	NC_041938	Arthrobacter sp. ATCC 21022	1771959	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
Arthrobacter phage BigMack	NC_054418	Arthrobacter sp. ATCC 21022	1771959	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
Arthrobacter phage Brent	NC_041930	Arthrobacter sp. ATCC 21022	1771959	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
Arthrobacter phage Bridgette	NC_048091	Arthrobacter globiformis	1665	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
Arthrobacter phage CaptnMurica	NC_041951	Arthrobacter sp. ATCC 21022	1771959	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
Arthrobacter phage Circum	NC_041948	Arthrobacter sp. ATCC 21022	1771959	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
Arthrobacter phage Colucci	NC_042000	Arthrobacter sp. ATCC 21022	1771959	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
Arthrobacter phage Constance	NC_048092	Arthrobacter globiformis	1665	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
Arthrobacter phage Coral	NC_048099	Arthrobacter globiformis	1665	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
Arthrobacter phage Decurro	NC_028692	Arthrobacter sp. ATCC 21022	1771959	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
Arthrobacter phage DrManhattan	NC_048093	Sinomonas atrocyanea	37927	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Sinomonas	species
Arthrobacter phage DrRobert	NC_041939	Arthrobacter sp. ATCC 21022	1771959	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
Arthrobacter phage DrYang	NC_049489	Arthrobacter sp. ATCC 21022	1771959	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
Arthrobacter phage Eileen	NC_048094	Arthrobacter globiformis	1665	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
Arthrobacter phage Galaxy	NC_041876	Arthrobacter sp. ATCC 21022	1771959	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
Arthrobacter phage Gisselle	NC_054419	Arthrobacter sp. ATCC 21022	1771959	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
Arthrobacter phage Glenn	NC_041940	Arthrobacter sp. ATCC 21022	1771959	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
Arthrobacter phage Gordon	NC_041952	Arthrobacter sp. ATCC 21022	1771959	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
Arthrobacter phage GreenHearts	NC_054420	Arthrobacter sp. ATCC 21022	1771959	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
Arthrobacter phage Greenhouse	NC_054421	Arthrobacter sp. ATCC 21022	1771959	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
Arthrobacter phage HunterDalle	NC_041941	Arthrobacter sp. ATCC 21022	1771959	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
Arthrobacter phage Huntingdon	NC_054422	Arthrobacter sp. ATCC 21022	1771959	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
Arthrobacter phage Jasmine	NC_041875	Arthrobacter sp. ATCC 21022	1771959	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
Arthrobacter phage Jawnski	NC_041931	Arthrobacter sp. ATCC 21022	1771959	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
Arthrobacter phage Joann	NC_041942	Arthrobacter sp. ATCC 21022	1771959	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
Arthrobacter phage Judy	NC_048095	Arthrobacter globiformis	1665	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
Arthrobacter phage KBurrousTX	NC_049442	Arthrobacter sp. ATCC 21022	1771959	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	species
