virus_name	viral_acc	report_host	gcf	find_taxrank
Bacillus phage PM1	NC_020883	Bacillus subtilis subsp. natto	GCF_020773035.1	subspecies
Bacillus phage Pony	NC_022770	Priestia megaterium	GCF_022537925.1	species
Bacillus phage Pony	NC_022770	Priestia megaterium QM B1551	GCF_000025825.1	strain
Bacillus phage Pony	NC_022770	Priestia megaterium WSH-002	GCF_000225265.1	strain
Bacillus phage Pookie	NC_027394	Priestia megaterium	GCF_022537925.1	species
Bacillus phage poppyseed	KF669657	Priestia megaterium	GCF_022537925.1	species
Bacillus phage PZA	NC_001423	Bacillus subtilis	GCF_000009045.1	species
Bacillus phage QCM11	NC_049959	Bacillus cereus	GCF_018309165.1	species
Bacillus phage QCM11	NC_049959	Bacillus anthracis str. Sterne	GCF_000832635.1	strain
Bacillus phage Riggi	NC_022765	Bacillus pumilus	GCF_020535425.1	species
Bacillus phage SageFayge	NC_031027	Bacillus thuringiensis serovar kurstaki	GCF_000717535.1	no rank
Bacillus phage SalinJah	NC_031034	Bacillus thuringiensis	GCF_000161615.1	species
Bacillus phage SalinJah	NC_031034	Bacillus thuringiensis serovar berliner	GCF_000161615.1	no rank
Bacillus phage SalinJah	NC_031034	Bacillus cereus ATCC 14579	GCF_006094295.1	strain
Bacillus phage SalinJah	NC_031034	Bacillus thuringiensis str. Al Hakam	GCF_000015065.1	strain
Bacillus phage SalinJah	NC_031034	Bacillus thuringiensis serovar kurstaki str. HD73	GCF_000338755.1	strain
Bacillus phage SerPounce	NC_049962	Bacillus anthracis	GCF_000008445.1	species
Bacillus phage SerPounce	NC_049962	Bacillus cereus	GCF_018309165.1	species
Bacillus phage SerPounce	NC_049962	Bacillus thuringiensis serovar kurstaki	GCF_000717535.1	no rank
Bacillus phage SerPounce	NC_049962	Bacillus cereus ATCC 14579	GCF_006094295.1	strain
Bacillus phage SerPounce	NC_049962	Bacillus anthracis str. Sterne	GCF_000832635.1	strain
Bacillus phage SerPounce	NC_049962	Bacillus thuringiensis str. Al Hakam	GCF_000015065.1	strain
Bacillus phage Shanette	NC_028983	Bacillus cereus	GCF_018309165.1	species
Bacillus phage SIOphi	NC_042133	Bacillus subtilis	GCF_000009045.1	species
Bacillus phage SIOphi	NC_042133	Bacillus subtilis str. 10	GCF_000009045.1	species
Bacillus phage Slash	NC_022774	Priestia megaterium	GCF_022537925.1	species
Bacillus phage SP-10	NC_019487	Bacillus subtilis	GCF_000009045.1	species
Bacillus phage SP-15	NC_031245	Bacillus subtilis	GCF_000009045.1	species
Bacillus phage SP-15	NC_031245	Bacillus paralicheniformis ATCC 9945a	GCF_000408885.1	strain
Bacillus phage SPO1	NC_011421	Bacillus subtilis	GCF_000009045.1	species
Bacillus phage Spock	NC_022763	Bacillus thuringiensis serovar kurstaki	GCF_000717535.1	no rank
Bacillus phage SPP1	NC_004166	Bacillus subtilis	GCF_000009045.1	species
Bacillus phage Stahl	NC_028856	Priestia megaterium	GCF_022537925.1	species
Bacillus phage Staley	NC_022767	Priestia megaterium	GCF_022537925.1	species
Bacillus phage Staley	NC_022767	Priestia megaterium QM B1551	GCF_000025825.1	strain
Bacillus phage Stills	NC_028777	Priestia megaterium	GCF_022537925.1	species
Bacillus phage Stitch	NC_031032	Bacillus thuringiensis	GCF_000161615.1	species
Bacillus phage Taylor	NC_041858	Peribacillus simplex	GCF_002243645.1	species
Bacillus phage Taylor	NC_041858	Bacillus pumilus BL8	GCF_020535425.1	species
Bacillus phage Thornton	NC_055914	Bacillus thuringiensis serovar kurstaki	GCF_000717535.1	no rank
Bacillus phage TP21-L	NC_011645	Bacillus cereus	GCF_018309165.1	species
Bacillus phage Troll	NC_022088	Bacillus thuringiensis serovar kurstaki	GCF_000717535.1	no rank
Bacillus phage TsarBomba	NC_028890	Bacillus cereus	GCF_018309165.1	species
Bacillus phage TsarBomba	NC_028890	Bacillus thuringiensis	GCF_000161615.1	species
Bacillus phage TsarBomba	NC_028890	Bacillus thuringiensis serovar kurstaki	GCF_000717535.1	no rank
Bacillus phage TsarBomba	NC_028890	Bacillus anthracis str. Sterne	GCF_000832635.1	strain
Bacillus phage vB_BanS-Tsamsa	NC_023007	Bacillus anthracis	GCF_000008445.1	species
Bacillus phage vB_BceM_Bc431v3	NC_020873	Bacillus cereus	GCF_018309165.1	species
Bacillus phage vB_BceS-MY192	NC_048633	Bacillus cereus	GCF_018309165.1	species
Bacillus phage vB_BmeM-Goe8	NC_048797	Priestia megaterium DSM 319	GCF_000025805.1	strain
Bacillus phage vB_Bpu_PumA1	NC_049971	Bacillus pumilus	GCF_020535425.1	species
Bacillus phage vB_Bpu_PumA2	NC_049972	Bacillus pumilus	GCF_020535425.1	species
Bacillus phage vB_BsuM-Goe3	NC_048652	Bacillus amyloliquefaciens	GCF_000242855.2	species
Bacillus phage vB_BsuM-Goe3	NC_048652	Bacillus licheniformis	GCF_002074095.1	species
Bacillus phage vB_BsuM-Goe3	NC_048652	Bacillus subtilis	GCF_000009045.1	species
Bacillus phage vB_BsuM-Goe3	NC_048652	Bacillus subtilis subsp. natto	GCF_020773035.1	subspecies
Bacillus phage vB_BsuM-Goe3	NC_048652	Bacillus subtilis subsp. subtilis str. 168	GCF_000009045.1	strain
Bacillus phage vB_BsuM-Goe3	NC_048652	Bacillus licheniformis DSM 13 = ATCC 14580	GCF_000011645.1	strain
Bacillus phage vB_BsuM-Goe3	NC_048652	Bacillus pumilus SAFR-032	GCF_000017885.4	strain
Bacillus phage vB_BsuM-Goe3	NC_048652	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051 = DSM 10	GCF_006088795.1	strain
Bacillus phage vB_BsuP-Goe1	NC_049975	Bacillus subtilis	GCF_000009045.1	species
Bacillus phage vB_BsuP-Goe1	NC_049975	Bacillus subtilis subsp. subtilis str. 168	GCF_000009045.1	strain
Bacillus phage vB_BsuP-Goe1	NC_049975	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051 = DSM 10	GCF_006088795.1	strain
Bacillus phage vB_BthP-Goe4	NC_049966	Bacillus thuringiensis serovar kurstaki str. HD-1	GCF_000717535.1	strain
Bacillus phage vB_BtS_B83	NC_048762	Bacillus thuringiensis	GCF_000161615.1	species
Bacillus phage vB_BtS_BMBtp3	NC_028748	Bacillus thuringiensis serovar tenebrionis str. YBT-1765	GCF_000161615.1	species
Bacillus phage vB_BveP-Goe6	NC_049965	Bacillus velezensis FZB42	GCF_000015785.2	strain
Bacillus phage VMY22	NC_028789	Bacillus cereus	GCF_018309165.1	species
Bacillus phage W.Ph.	NC_016563	Bacillus cereus	GCF_018309165.1	species
Bacillus phage Waukesha92	NC_025424	Bacillus thuringiensis serovar kurstaki	GCF_000717535.1	no rank
Bacillus phage WBeta	NC_007734	Bacillus anthracis	GCF_000008445.1	species
Bacillus phage WBeta	NC_007734	Bacillus cereus ATCC 4342	GCF_000832845.1	strain
Bacillus phage Wes44	NC_048725	Bacillus thuringiensis serovar berliner	GCF_000161615.1	no rank
Bacillus phage WhyPhy	NC_055917	Bacillus pumilus SAFR-032	GCF_000017885.4	strain
Bacillus phage Wip1	NC_022094	Bacillus anthracis	GCF_000008445.1	species
Bacillus phage Zuko	NC_031116	Bacillus thuringiensis serovar kurstaki	GCF_000717535.1	no rank
Bacillus virus B103	NC_004165	Bacillus subtilis	GCF_000009045.1	species
Bacillus virus BM15	NC_042140	Priestia megaterium	GCF_022537925.1	species
Bacillus virus SPbeta	NC_001884	Bacillus pumilus	GCF_020535425.1	species
Bacillus virus SPbeta	NC_001884	Bacillus subtilis	GCF_000009045.1	species
Bacillus virus SRT01hs	NC_049973	Bacillus cereus	GCF_018309165.1	species
Bacillus virus SRT01hs	NC_049973	Bacillus pumilus	GCF_020535425.1	species
Bacillus virus SRT01hs	NC_049973	Bacillus subtilis	GCF_000009045.1	species
Bacillus virus SRT01hs	NC_049973	Bacillus altitudinis	GCF_001191605.1	species
Bacteriophage APSE-2	NC_011551	Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum)	GCF_000021705.1	forma specialis
Bacteriophage DSS3_VP1	NC_055826	Ruegeria pomeroyi DSS-3	GCF_000011965.2	strain
Bacteriophage K139	NC_003313	Vibrio cholerae O139	GCF_008369605.1	species
Bacteriophage Lily	NC_028841	Paenibacillus larvae	GCF_002951935.1	species
Bacteriophage P2	NC_001895	Escherichia coli K-12	GCF_000005845.2	strain
Bacteriophage P2	NC_041848	Escherichia coli K-12	GCF_000005845.2	strain
Bacteriophage P2	NC_001895	Escherichia coli C	GCF_002079225.1	strain
Bacteriophage P2	NC_041848	Escherichia coli C	GCF_002079225.1	strain
Bacteriophage Phobos	NC_052977	Pseudomonas syringae pv. syringae	GCF_002905815.2	no rank
Bacteriophage Phobos	NC_052977	Pseudomonas syringae pv. tomato	GCF_000007805.1	no rank
Bacteriophage R18C	NC_049461	Shigella sonnei	GCF_013374815.1	species
Bacteriophage R18C	NC_049461	Citrobacter rodentium	GCF_021278985.1	species
Bacteriophage R18C	NC_049461	Escherichia coli str. K-12 substr. MG1655	GCF_000005845.2	no rank
Bacteriophage Redbud	KP296794	Paenibacillus larvae	GCF_002951935.1	species
Bacteroides phage B124-14	NC_016770	Bacteroides fragilis	GCF_016889925.1	species
Bacteroides phage B40-8	NC_011222	Bacteroides fragilis	GCF_016889925.1	species
Bacteroides phage crAss001	NC_049977	Bacteroides intestinalis	GCF_020341675.1	species
Bacteroides phage crAss002	NC_055828	Bacteroides xylanisolvens	GCF_018289135.1	species
Bacteroides phage DAC15	NC_055832	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	strain
Bdellovibrio phage phi1402	NC_015721	Bdellovibrio bacteriovorus	GCF_000691605.1	species
Bdellovibrio phage phi1422	NC_019525	Bdellovibrio bacteriovorus	GCF_000691605.1	species
Bdellovibrio phage phiMH2K	NC_002643	Bdellovibrio bacteriovorus	GCF_000691605.1	species
Bifidobacterium phage BadAargau2	NC_048859	Bifidobacterium asteroides	GCF_000304215.1	species
Bifidobacterium phage BadAztec1	NC_048858	Bifidobacterium asteroides	GCF_000304215.1	species
Bordetella phage BIP-1	AY526909	Bordetella bronchiseptica	GCF_900636925.1	species
Bordetella phage BMP-1	AY526908	Bordetella bronchiseptica	GCF_900636925.1	species
Bordetella phage BPP-1	NC_005357	Bordetella bronchiseptica	GCF_900636925.1	species
Bordetella phage CN1	NC_047876	Bordetella bronchiseptica	GCF_900636925.1	species
Bordetella phage CN2	NC_047877	Bordetella bronchiseptica	GCF_900636925.1	species
Bordetella phage FP1	NC_047878	Bordetella bronchiseptica	GCF_900636925.1	species
Bordetella phage MW2	NC_047879	Bordetella bronchiseptica	GCF_900636925.1	species
Bordetella phage vB_BbrM_PHB04	NC_047861	Bordetella bronchiseptica	GCF_900636925.1	species
Brevibacillus phage Abouo	NC_029029	Paenibacillus larvae subsp. pulvifaciens	GCF_002082155.1	subspecies
Brevibacillus phage Davies	NC_022980	Brevibacillus laterosporus	GCF_002706795.1	species
Brevibacillus phage Emery	KC595516	Bacillus cereus	GCF_018309165.1	species
Brevibacillus phage Emery	KC595516	Paenibacillus larvae	GCF_002951935.1	species
Brevibacillus phage Jenst	NC_028805	Brevibacillus laterosporus	GCF_002706795.1	species
Brevibacillus phage Jimmer1	NC_029104	Paenibacillus larvae subsp. pulvifaciens	GCF_002082155.1	subspecies
Brevibacillus phage Jimmer2	NC_041976	Paenibacillus larvae subsp. pulvifaciens	GCF_002082155.1	subspecies
Brevibacillus phage Osiris	NC_028969	Brevibacillus laterosporus	GCF_002706795.1	species
Brevibacillus phage Sundance	NC_028749	Brevibacillus laterosporus	GCF_002706795.1	species
Brevibacterium phage AGM1	NC_054989	Brevibacterium aurantiacum	GCF_003932995.1	species
Brochothrix phage A9	NC_015253	Brochothrix thermosphacta	GCF_001703515.1	species
Brochothrix phage BL3	NC_015254	Brochothrix thermosphacta	GCF_001703515.1	species
Brochothrix phage NF5	NC_015252	Brochothrix thermosphacta	GCF_001703515.1	species
Brucella phage BiPBO1	NC_031264	Brucella abortus	GCF_000054005.1	species
Brucella phage BiPBO1	NC_031264	Brucella melitensis	GCF_000007125.1	species
Brucella phage BiPBO1	NC_031264	Brucella suis	GCF_000007505.1	species
Brucella phage BiPBO1	NC_031264	Brucella pinnipedialis B2/94	GCF_000221005.1	strain
Brucella phage BiPBO1	NC_031264	Brucella microti CCM 4915	GCF_000022745.1	strain
Brucella phage Bk	KC556893	Brucella suis	GCF_000007505.1	species
Brucella phage Bk	KC556893	Brucella melitensis bv. 1 str. 16M	GCF_000007125.1	strain
Brucella phage Bk	KC556893	Brucella abortus 2308	GCF_000054005.1	strain
Brucella phage Bk	KC556893	Brucella abortus S19	GCF_000018725.1	strain
Brucella phage F1	HG428758	Brucella abortus	GCF_000054005.1	species
Brucella phage F1	HG428758	Brucella suis	GCF_000007505.1	species
Brucella phage F1	HG428758	Brucella microti	GCF_000022745.1	species
Brucella phage Fz	KC556894	Brucella abortus 2308	GCF_000054005.1	strain
Brucella phage Fz	KC556894	Brucella abortus S19	GCF_000018725.1	strain
Brucella phage Pr	NC_019447	Brucella abortus	GCF_000054005.1	species
Brucella phage Pr	NC_019447	Brucella melitensis	GCF_000007125.1	species
Brucella phage Pr	NC_019447	Brucella suis	GCF_000007505.1	species
Brucella phage R/C	KC556895	Brucella suis	GCF_000007505.1	species
Brucella phage R/C	KC556895	Brucella abortus 2308	GCF_000054005.1	strain
Brucella phage R/C	KC556895	Brucella abortus S19	GCF_000018725.1	strain
Brucella phage S708	KC556896	Brucella suis	GCF_000007505.1	species
Brucella phage S708	KC556896	Brucella abortus 2308	GCF_000054005.1	strain
Brucella phage S708	KC556896	Brucella abortus S19	GCF_000018725.1	strain
Brucella phage Tb	NC_019446	Brucella abortus 544	GCF_000054005.1	species
Brucella phage Wb	KC556898	Brucella suis	GCF_000007505.1	species
Brucella phage Wb	KC556898	Brucella abortus 2308	GCF_000054005.1	strain
Brucella phage Wb	KC556898	Brucella abortus S19	GCF_000018725.1	strain
Burkholderia phage AP3	NC_047752	Burkholderia cenocepacia	GCF_001718895.1	species
Burkholderia phage Bcep1	NC_005263	Burkholderia cenocepacia	GCF_001718895.1	species
Burkholderia phage Bcep176	NC_007497	Burkholderia cepacia	GCF_021484945.1	species
Burkholderia phage Bcep22	NC_005262	Burkholderia cenocepacia	GCF_001718895.1	species
Burkholderia phage Bcep43	NC_005342	Burkholderia cepacia	GCF_021484945.1	species
Burkholderia phage Bcep781	NC_004333	Burkholderia cepacia	GCF_021484945.1	species
Burkholderia phage BcepB1A	NC_005886	Burkholderia cenocepacia	GCF_001718895.1	species
Burkholderia phage BcepC6B	NC_005887	Burkholderia cepacia	GCF_021484945.1	species
Burkholderia phage BcepF1	NC_009015	Burkholderia ambifaria	GCF_016127755.1	species
Burkholderia phage BcepGomr	NC_009447	Burkholderia cepacia	GCF_021484945.1	species
Burkholderia phage BcepIL02	NC_012743	Burkholderia cenocepacia	GCF_001718895.1	species
Burkholderia phage BcepMigl	NC_019917	Burkholderia cenocepacia	GCF_001718895.1	species
Burkholderia phage BcepMu	NC_005882	Burkholderia cenocepacia J2315	GCF_000009485.1	strain
Burkholderia phage BcepNazgul	NC_005091	Burkholderia cepacia	GCF_021484945.1	species
Burkholderia phage BcepNY3	NC_009604	Burkholderia cenocepacia HI2424	GCF_000203955.1	strain
Burkholderia phage BcepSaruman	NC_049850	Burkholderia cenocepacia	GCF_001718895.1	species
Burkholderia phage BcepSauron	NC_049851	Burkholderia cenocepacia	GCF_001718895.1	species
Burkholderia phage BEK	CP008753	Burkholderia pseudomallei 9	GCF_000756125.1	species
Burkholderia phage Bp-AMP1	NC_047743	Burkholderia pseudomallei K96243	GCF_000959285.1	strain
Burkholderia phage Bp-AMP1	NC_047743	Burkholderia pseudomallei 1710a	GCF_000193455.1	strain
Burkholderia phage Bp-AMP1	NC_047743	Burkholderia pseudomallei 576	GCF_000756185.1	strain
Burkholderia phage Bp-AMP1	NC_047743	Burkholderia pseudomallei MSHR491	GCF_000959205.1	strain
Burkholderia phage Bp-AMP2	HG796219	Burkholderia pseudomallei K96243	GCF_000959285.1	strain
Burkholderia phage Bp-AMP3	HG796220	Burkholderia pseudomallei K96243	GCF_000959285.1	strain
Burkholderia phage Bp-AMP4	HG796221	Burkholderia pseudomallei K96243	GCF_000959285.1	strain
Burkholderia phage DC1	NC_018452	Burkholderia cepacia	GCF_021484945.1	species
Burkholderia phage FLC5	NC_055722	Burkholderia glumae	GCF_009931375.1	species
Burkholderia phage JG068	NC_022916	Burkholderia cenocepacia	GCF_001718895.1	species
Burkholderia phage KL3	NC_015266	Burkholderia ambifaria	GCF_016127755.1	species
Burkholderia phage KS10	NC_011216	Burkholderia cenocepacia	GCF_001718895.1	species
Burkholderia phage KS14	NC_015273	Burkholderia cenocepacia	GCF_001718895.1	species
Burkholderia phage KS5	NC_015265	Burkholderia cenocepacia	GCF_001718895.1	species
Burkholderia phage KS9	NC_013055	Burkholderia pyrrocinia	GCF_001028665.1	species
Burkholderia phage KS9	NC_013055	Burkholderia cenocepacia	GCF_001718895.1	species
Burkholderia phage KS9	NC_013055	Burkholderia ambifaria	GCF_016127755.1	species
Burkholderia phage Mana	NC_055863	Burkholderia gladioli	GCF_016698705.1	species
Burkholderia phage Mica	NC_054148	Burkholderia cenocepacia	GCF_001718895.1	species
Burkholderia phage phi1026b	NC_005284	Burkholderia pseudomallei 1026b	GCF_000959125.1	strain
Burkholderia phage phi644-2	NC_009235	Burkholderia pseudomallei	GCF_000756125.1	species
Burkholderia phage phiE094	NC_055911	Burkholderia pseudomallei	GCF_000756125.1	species
Burkholderia phage phiE094	NC_055911	Burkholderia thailandensis	GCF_001718635.1	species
Burkholderia phage phiE12-2	NC_009236	Burkholderia pseudomallei	GCF_000756125.1	species
Burkholderia phage phiE125	NC_003309	Burkholderia thailandensis	GCF_001718635.1	species
Burkholderia phage phiE202	NC_009234	Burkholderia thailandensis	GCF_001718635.1	species
Burkholderia phage phiE255	NC_009237	Burkholderia thailandensis	GCF_001718635.1	species
Burkholderia phage phiX216	JX681814	Burkholderia pseudomallei	GCF_000756125.1	species
Burkholderia phage ST79	NC_021343	Burkholderia pseudomallei	GCF_000756125.1	species
Burkholderia phage vB_BceS_AH2	NC_018283	Burkholderia cenocepacia	GCF_001718895.1	species
Burkholderia phage vB_BceS_KL1	NC_018278	Burkholderia cenocepacia	GCF_001718895.1	species
Burkholderia virus phi52237	NC_007145	Burkholderia pseudomallei	GCF_000756125.1	species
Butyrivibrio virus Arawn	NC_048848	Butyrivibrio fibrisolvens DSM 3071	GCF_902388015.1	species
Campylobacter phage CJIE4-1	KF751793	Campylobacter jejuni	GCF_000009085.1	species
Campylobacter phage CJIE4-1	KF751793	Campylobacter jejuni subsp. jejuni	GCF_000009085.1	subspecies
Campylobacter phage CJIE4-2	KF751794	Campylobacter jejuni	GCF_000009085.1	species
Campylobacter phage CJIE4-2	KF751794	Campylobacter jejuni subsp. jejuni	GCF_000009085.1	subspecies
Campylobacter phage CJIE4-3	KF751795	Campylobacter jejuni subsp. jejuni 00-2425	GCF_000468915.2	strain
Campylobacter phage CJIE4-4	KF751796	Campylobacter jejuni	GCF_000009085.1	species
Campylobacter phage CJIE4-4	KF751796	Campylobacter jejuni subsp. jejuni	GCF_000009085.1	subspecies
Campylobacter phage CJIE4-5	KF751797	Campylobacter jejuni	GCF_000009085.1	species
Campylobacter phage CJIE4-5	KF751797	Campylobacter jejuni subsp. jejuni	GCF_000009085.1	subspecies
Campylobacter phage CP30A	NC_018861	Campylobacter jejuni subsp. jejuni	GCF_000009085.1	subspecies
Campylobacter phage CP30A	NC_018861	Campylobacter jejuni subsp. jejuni PT14	GCF_000302555.5	strain
Campylobacter phage CP8	KF148616	Campylobacter jejuni subsp. jejuni	GCF_000009085.1	subspecies
Campylobacter phage CPX	NC_016562	Campylobacter jejuni	GCF_000009085.1	species
Campylobacter phage NCTC12673	NC_015464	Campylobacter jejuni	GCF_000009085.1	species
Campylobacter phage PC14	NC_031909	Campylobacter jejuni	GCF_000009085.1	species
Campylobacter phage vB_CjeM_Los1	NC_041896	Campylobacter jejuni	GCF_000009085.1	species
Campylobacter virus CP81	NC_042112	Campylobacter jejuni	GCF_000009085.1	species
Caulobacter phage CcrBL10	NC_048045	Caulobacter vibrioides CB15	GCF_000006905.1	strain
Caulobacter phage CcrBL9	NC_048047	Caulobacter vibrioides CB15	GCF_000006905.1	strain
Caulobacter phage CcrColossus	NC_019406	Caulobacter vibrioides	GCF_000022005.1	species
Caulobacter phage CcrPW	NC_048046	Caulobacter vibrioides CB15	GCF_000006905.1	strain
Caulobacter phage CcrSC	NC_048048	Caulobacter vibrioides CB15	GCF_000006905.1	strain
Caulobacter phage Cr30	NC_025422	Caulobacter vibrioides CB15	GCF_000006905.1	strain
